Index,x1,x2
0,1.7887566,-0.15627375
1,-0.9454837,0.4233325
2,1.6903197,-0.38953128
3,1.710316,-0.16899471
4,-0.69753885,0.6648524
5,-0.7638968,0.5217417
6,-0.031803228,0.44323963
7,-0.72215575,0.7751958
8,-0.5133581,0.8526192
9,1.2738948,-0.5118095
10,1.1160251,-0.48764583
11,0.08003696,1.0020896
12,-0.012584385,0.49274796
13,0.19911952,-0.101025864
14,1.6642367,-0.2338707
15,-0.16367166,0.36278006
16,0.2740641,-0.31536993
17,1.435441,-0.44765836
18,-0.27727538,0.8815858
19,0.7660314,0.72265655
20,-0.08333462,0.9409789
21,0.5070223,0.7491514
22,-0.7387142,0.6904161
23,-0.12060492,0.4074906
24,0.4245931,-0.30187517
25,0.5800589,-0.28969446
26,0.63032484,-0.4196967
27,-0.99513924,0.005537792
28,1.0316498,0.30040342
29,1.3904213,-0.29996195
30,-0.9044626,0.30331582
31,1.0086391,0.3336219
32,1.0571561,0.035242934
33,0.5484663,0.89178544
34,0.6389123,-0.4532774
35,0.39489067,-0.22235283
36,0.004791916,0.9305263
37,1.0843399,-0.5657051
38,0.062084425,0.005576512
39,-0.83104813,0.4774428
40,-0.792674,0.5574072
41,-0.51682866,0.8848168
42,0.018656492,0.4424122
43,0.8036116,0.6187602
44,0.99862367,0.18772408
45,-0.38819504,0.8090636
46,1.6779101,-0.30573574
47,1.3444515,-0.4105514
48,-0.01447246,0.09049715
49,1.7724365,-0.076505445
50,1.1384548,-0.51051754
51,-0.2760297,0.8989055
52,0.16160966,0.9912527
53,0.083423,1.0080973
54,-0.9251533,0.37208125
55,0.9111585,0.4737629
56,-0.9387345,0.3244894
57,0.6891979,-0.5031037
58,-0.027365603,0.42801443
59,0.21680555,-0.12272454
60,1.6301597,-0.3840454
61,-0.6606563,0.7124077
62,1.7543999,-0.23657781
63,-0.6101256,0.6630969
64,-0.12928784,0.95709956
65,0.9442462,0.2351312
66,1.7985629,-0.030792058
67,-0.5217508,0.8994014
68,0.5047166,0.8165082
69,0.63258743,0.8152208
70,0.6672397,-0.41799447
71,1.0113624,0.14060168
72,1.8388027,0.058322847
73,1.6173865,-0.15731177
74,-0.9746626,0.1790421
75,-0.9707944,0.45597282
76,-0.6985369,0.5709891
77,1.9102637,0.16084124
78,1.9511207,0.29672244
79,-0.006972728,0.4592832
80,-0.798467,0.48457804
81,0.7950891,0.60663813
82,1.5844457,-0.38474056
83,1.9230595,0.511266
84,0.4082383,0.9589288
85,0.60744244,-0.37792686
86,0.5409695,0.7847862
87,-0.73918724,0.66976595
88,0.1329167,-0.0070533
89,0.19042921,-0.06890148
90,-0.35033563,0.9186324
91,0.7960614,-0.46145797
92,-0.081375055,0.4232345
93,-0.023951007,1.010443
94,-1.0388492,-0.042459287
95,0.3477363,0.86539376
96,0.09981389,0.15370007
97,1.9809318,0.34800762
98,1.1906419,-0.46158263
99,0.57916045,-0.38859332
100,-0.8344402,0.5651426
101,0.6943345,0.650322
102,-0.30578333,0.8650581
103,-0.72662675,0.5713167
104,1.4452224,-0.33959973
105,-0.06282755,1.0389988
106,-0.09130196,0.9824522
107,-0.855042,0.5555656
108,1.4150364,-0.38955516
109,1.0571017,0.22112086
110,0.78269607,0.5916794
111,0.4987891,0.83668154
112,0.011117911,0.04865999
113,0.8748423,0.4888509
114,1.3569143,-0.33512938
115,1.025812,0.003428237
116,-0.5262782,0.83270615
117,-0.46064138,0.95865345
118,0.24718,-0.16895051
119,0.059121996,0.12565807
120,-0.08413326,1.0612632
121,0.9277974,-0.002079514
122,1.1182929,-0.46570808
123,0.6618265,-0.49048042
124,0.48785648,0.7815494
125,0.27890527,-0.3605618
126,1.542325,-0.40631598
127,0.22666068,0.9815135
